GPU,Backend,Buffering,Iters,Items,Time
MI250,cxi-fine,db,100000,65536,4.08725
MI250,cxi-fine,sb,100000,65536,4.129
MI250,mpi,db,100000,65536,6.89582
MI250,mpi,sb,100000,65536,6.55347
MI250,cxi-coarse,db,100000,131072,6.85017
MI250,cxi-coarse,sb,100000,131072,6.81602
MI250,cxi-fine,db,100000,131072,6.58168
MI250,cxi-fine,sb,100000,131072,6.56311
MI250,mpi,db,100000,131072,9.15873
MI250,mpi,sb,100000,131072,8.73936
MI250,cxi-coarse,db,100000,262144,11.4741
MI250,cxi-coarse,sb,100000,262144,11.4663
MI250,cxi-fine,db,100000,262144,11.1786
MI250,cxi-fine,sb,100000,262144,11.1746
MI250,mpi,db,100000,262144,13.4525
MI250,mpi,sb,100000,262144,13.185
MI250,cxi-coarse,db,100000,524288,20.9924
MI250,cxi-coarse,sb,100000,524288,20.9682
MI250,cxi-fine,db,100000,524288,20.542
MI250,cxi-fine,sb,100000,524288,20.5069
MI250,mpi,db,100000,524288,22.8978
MI250,mpi,sb,100000,524288,22.5085
MI250,cxi-coarse,db,10000,1048576,3.98893
MI250,cxi-coarse,sb,10000,1048576,3.98749
MI250,cxi-fine,db,10000,1048576,3.92741
MI250,cxi-fine,sb,10000,1048576,3.9251
MI250,mpi,db,10000,1048576,4.12458
MI250,mpi,sb,10000,1048576,4.08782
MI250,cxi-coarse,db,10000,2097152,7.73957
MI250,cxi-coarse,sb,10000,2097152,7.73703
MI250,cxi-fine,db,10000,2097152,7.67235
MI250,cxi-fine,sb,10000,2097152,7.67335
MI250,mpi,db,10000,2097152,7.77291
MI250,mpi,sb,10000,2097152,7.74874
MI250,cxi-coarse,db,10000,4194304,15.235
MI250,cxi-coarse,sb,10000,4194304,15.2334
MI250,cxi-fine,db,10000,4194304,15.1594
MI250,cxi-fine,sb,10000,4194304,15.1539
MI250,mpi,db,10000,4194304,15.2207
MI250,mpi,sb,10000,4194304,15.1808
MI250,cxi-coarse,db,10000,8388608,30.22
MI250,cxi-coarse,sb,10000,8388608,30.1953
MI250,cxi-fine,db,10000,8388608,30.1447
MI250,cxi-fine,sb,10000,8388608,30.1619
MI250,mpi,db,10000,8388608,30.072
MI250,mpi,sb,10000,8388608,30.0338
MI250,cxi-coarse,db,1000,16777216,6.02116
MI250,cxi-coarse,sb,1000,16777216,6.02183
MI250,cxi-fine,db,1000,16777216,6.00716
MI250,cxi-fine,sb,1000,16777216,6.00631
MI250,mpi,db,1000,16777216,6.01938
MI250,mpi,sb,1000,16777216,6.01594
MI250,cxi-coarse,db,1000,33554432,11.9992
MI250,cxi-coarse,sb,1000,33554432,12.0026
MI250,cxi-fine,db,1000,33554432,11.9928
MI250,cxi-fine,sb,1000,33554432,11.9941
MI250,mpi,db,1000,33554432,11.9463
MI250,mpi,sb,1000,33554432,11.9446
MI250,cxi-coarse,db,1000,67108864,23.9718
MI250,cxi-coarse,sb,1000,67108864,23.9693
MI250,cxi-fine,db,1000,67108864,23.9712
MI250,cxi-fine,sb,1000,67108864,23.9406
MI250,mpi,db,1000,67108864,23.7992
MI250,mpi,sb,1000,67108864,23.7906
MI250,cxi-coarse,db,1000,134217728,47.8732
MI250,cxi-coarse,sb,1000,134217728,47.8869
MI250,cxi-fine,db,1000,134217728,47.85
MI250,cxi-fine,sb,1000,134217728,47.8633
MI250,mpi,db,1000,134217728,47.5025
MI250,mpi,sb,1000,134217728,47.5023
MI250,cxi-coarse,db,1000,268435456,95.6215
MI250,cxi-coarse,sb,1000,268435456,95.579
MI250,cxi-fine,db,1000,268435456,95.6209
MI250,cxi-fine,sb,1000,268435456,95.6139
MI250,mpi,db,1000,268435456,94.9137
MI250,mpi,sb,1000,268435456,94.9097
MI250,cxi-coarse,db,100000,8,1.88842
MI250,cxi-coarse,sb,100000,8,1.86993
MI250,cxi-fine,db,100000,8,1.62595
MI250,cxi-fine,sb,100000,8,1.61733
MI250,mpi,db,100000,8,3.17452
MI250,mpi,sb,100000,8,3.0154
MI250,cxi-coarse,db,100000,16,1.89176
MI250,cxi-coarse,sb,100000,16,1.87469
MI250,cxi-fine,db,100000,16,1.64284
MI250,cxi-fine,sb,100000,16,1.62023
MI250,mpi,db,100000,16,3.03202
MI250,mpi,sb,100000,16,3.09598
MI250,cxi-coarse,db,100000,32,1.89615
MI250,cxi-coarse,sb,100000,32,1.88805
MI250,cxi-fine,db,100000,32,1.6456
MI250,cxi-fine,sb,100000,32,1.63043
MI250,mpi,db,100000,32,3.12095
MI250,mpi,sb,100000,32,3.12367
MI250,cxi-coarse,db,100000,64,1.91616
MI250,cxi-coarse,sb,100000,64,1.88785
MI250,cxi-fine,db,100000,64,1.65286
MI250,cxi-fine,sb,100000,64,1.63716
MI250,mpi,db,100000,64,3.25796
MI250,mpi,sb,100000,64,3.12485
MI250,cxi-coarse,db,100000,128,1.92901
MI250,cxi-coarse,sb,100000,128,1.90407
MI250,cxi-fine,db,100000,128,1.67153
MI250,cxi-fine,sb,100000,128,1.65382
MI250,mpi,db,100000,128,3.27987
MI250,mpi,sb,100000,128,3.2545
MI250,cxi-coarse,db,100000,256,1.9397
MI250,cxi-coarse,sb,100000,256,1.91462
MI250,cxi-fine,db,100000,256,1.68975
MI250,cxi-fine,sb,100000,256,1.6725
MI250,mpi,db,100000,256,3.31297
MI250,mpi,sb,100000,256,3.39363
MI250,cxi-coarse,db,100000,512,1.97823
MI250,cxi-coarse,sb,100000,512,1.94591
MI250,cxi-fine,db,100000,512,1.72776
MI250,cxi-fine,sb,100000,512,1.69456
MI250,mpi,db,100000,512,3.72347
MI250,mpi,sb,100000,512,3.35483
MI250,cxi-coarse,db,100000,1024,1.98623
MI250,cxi-coarse,sb,100000,1024,1.94881
MI250,cxi-fine,db,100000,1024,1.73055
MI250,cxi-fine,sb,100000,1024,1.71196
MI250,mpi,db,100000,1024,3.80258
MI250,mpi,sb,100000,1024,3.45374
MI250,cxi-coarse,db,100000,2048,2.03583
MI250,cxi-coarse,sb,100000,2048,2.00835
MI250,cxi-fine,db,100000,2048,1.78879
MI250,cxi-fine,sb,100000,2048,1.77252
MI250,mpi,db,100000,2048,4.14923
MI250,mpi,sb,100000,2048,3.59582
MI250,cxi-coarse,db,100000,4096,2.08885
MI250,cxi-coarse,sb,100000,4096,2.10007
MI250,cxi-fine,db,100000,4096,1.87107
MI250,cxi-fine,sb,100000,4096,1.85367
MI250,mpi,db,100000,4096,4.0484
MI250,mpi,sb,100000,4096,3.69177
MI250,cxi-coarse,db,100000,8192,2.24052
MI250,cxi-coarse,sb,100000,8192,2.2127
MI250,cxi-fine,db,100000,8192,1.98639
MI250,cxi-fine,sb,100000,8192,1.97326
MI250,mpi,db,100000,8192,4.60471
MI250,mpi,sb,100000,8192,4.23243
MI250,cxi-coarse,db,100000,16384,2.53846
MI250,cxi-coarse,sb,100000,16384,2.49431
MI250,cxi-fine,db,100000,16384,2.32668
MI250,cxi-fine,sb,100000,16384,2.29193
MI250,mpi,db,100000,16384,4.97048
MI250,mpi,sb,100000,16384,4.54159
MI250,cxi-coarse,db,100000,32768,3.07196
MI250,cxi-coarse,sb,100000,32768,3.05389
MI250,cxi-fine,db,100000,32768,2.8447
MI250,cxi-fine,sb,100000,32768,2.80806
MI250,mpi,db,100000,32768,5.30184
MI250,mpi,sb,100000,32768,5.09449
MI250,cxi-coarse,db,100000,65536,4.18661
MI250,cxi-coarse,sb,100000,65536,4.20098
MI250,cxi-fine,db,100000,65536,3.93572
MI250,cxi-fine,sb,100000,65536,3.9426
MI250,mpi,db,100000,65536,6.60305
MI250,mpi,sb,100000,65536,6.20735
MI250,cxi-coarse,db,100000,131072,6.63762
MI250,cxi-coarse,sb,100000,131072,6.62182
MI250,cxi-fine,db,100000,131072,6.3627
MI250,cxi-fine,sb,100000,131072,6.34664
MI250,mpi,db,100000,131072,8.86992
MI250,mpi,sb,100000,131072,8.45271
MI250,cxi-coarse,db,100000,262144,11.144
MI250,cxi-coarse,sb,100000,262144,11.1378
MI250,cxi-fine,db,100000,262144,10.8577
MI250,cxi-fine,sb,100000,262144,10.8456
MI250,mpi,db,100000,262144,13.2535
MI250,mpi,sb,100000,262144,12.9574
MI250,cxi-coarse,db,100000,524288,20.502
MI250,cxi-coarse,sb,100000,524288,20.4609
MI250,cxi-fine,db,100000,524288,20.0552
MI250,cxi-fine,sb,100000,524288,20.0161
MI250,mpi,db,100000,524288,22.4761
MI250,mpi,sb,100000,524288,22.3106
MI250,cxi-coarse,db,10000,1048576,3.89443
MI250,cxi-coarse,sb,10000,1048576,3.89305
MI250,cxi-fine,db,10000,1048576,3.83579
MI250,cxi-fine,sb,10000,1048576,3.8326
MI250,mpi,db,10000,1048576,4.07923
MI250,mpi,sb,10000,1048576,4.05023
MI250,cxi-coarse,db,10000,2097152,7.57275
MI250,cxi-coarse,sb,10000,2097152,7.57348
MI250,cxi-fine,db,10000,2097152,7.50431
MI250,cxi-fine,sb,10000,2097152,7.5057
MI250,mpi,db,10000,2097152,7.74643
MI250,mpi,sb,10000,2097152,7.71823
MI250,cxi-coarse,db,10000,4194304,14.9157
MI250,cxi-coarse,sb,10000,4194304,14.9149
MI250,cxi-fine,db,10000,4194304,14.8389
MI250,cxi-fine,sb,10000,4194304,14.8367
MI250,mpi,db,10000,4194304,15.1516
MI250,mpi,sb,10000,4194304,15.1318
MI250,cxi-coarse,db,10000,8388608,29.5814
MI250,cxi-coarse,sb,10000,8388608,29.5811
MI250,cxi-fine,db,10000,8388608,29.5044
MI250,cxi-fine,sb,10000,8388608,29.5025
MI250,mpi,db,10000,8388608,29.9488
MI250,mpi,sb,10000,8388608,29.9197
MI250,cxi-coarse,db,1000,16777216,5.89183
MI250,cxi-coarse,sb,1000,16777216,5.89157
MI250,cxi-fine,db,1000,16777216,5.8835
MI250,cxi-fine,sb,1000,16777216,5.88355
MI250,mpi,db,1000,16777216,6.00025
MI250,mpi,sb,1000,16777216,5.99973
MI250,cxi-coarse,db,1000,33554432,11.7576
MI250,cxi-coarse,sb,1000,33554432,11.7576
MI250,cxi-fine,db,1000,33554432,11.7496
MI250,cxi-fine,sb,1000,33554432,11.7495
MI250,mpi,db,1000,33554432,11.9098
MI250,mpi,sb,1000,33554432,11.909
MI250,cxi-coarse,db,1000,67108864,23.4904
MI250,cxi-coarse,sb,1000,67108864,23.4906
MI250,cxi-fine,db,1000,67108864,23.4818
MI250,cxi-fine,sb,1000,67108864,23.4814
MI250,mpi,db,1000,67108864,23.7266
MI250,mpi,sb,1000,67108864,23.7242
MI250,cxi-coarse,db,1000,134217728,46.9563
MI250,cxi-coarse,sb,1000,134217728,46.956
MI250,cxi-fine,db,1000,134217728,46.9459
MI250,cxi-fine,sb,1000,134217728,46.9456
MI250,mpi,db,1000,134217728,47.367
MI250,mpi,sb,1000,134217728,47.3707
MI250,cxi-coarse,db,1000,268435456,93.8876
MI250,cxi-coarse,sb,1000,268435456,93.8874
MI250,cxi-fine,db,1000,268435456,93.8748
MI250,cxi-fine,sb,1000,268435456,93.8746
MI250,mpi,db,1000,268435456,94.6521
MI250,mpi,sb,1000,268435456,94.6399
MI250,cxi-coarse,db,100000,8,2.24378
MI250,cxi-coarse,sb,100000,8,2.4459
MI250,cxi-fine,db,100000,8,1.98338
MI250,cxi-fine,sb,100000,8,2.31263
MI250,mpi,db,100000,8,3.57113
MI250,mpi,sb,100000,8,3.56297
MI250,cxi-coarse,db,100000,16,2.23514
MI250,cxi-coarse,sb,100000,16,2.45179
MI250,cxi-fine,db,100000,16,1.99526
MI250,cxi-fine,sb,100000,16,2.32217
MI250,mpi,db,100000,16,3.55282
MI250,mpi,sb,100000,16,3.55356
MI250,cxi-coarse,db,100000,32,2.25942
MI250,cxi-coarse,sb,100000,32,2.45534
MI250,cxi-fine,db,100000,32,1.99475
MI250,cxi-fine,sb,100000,32,2.32344
MI250,mpi,db,100000,32,3.58681
MI250,mpi,sb,100000,32,3.57504
MI250,cxi-coarse,db,100000,64,2.24954
MI250,cxi-coarse,sb,100000,64,2.46084
MI250,cxi-fine,db,100000,64,2.00982
MI250,cxi-fine,sb,100000,64,2.33705
MI250,mpi,db,100000,64,3.57716
MI250,mpi,sb,100000,64,3.67385
MI250,cxi-coarse,db,100000,128,2.27332
MI250,cxi-coarse,sb,100000,128,2.47083
MI250,cxi-fine,db,100000,128,2.03028
MI250,cxi-fine,sb,100000,128,2.33987
MI250,mpi,db,100000,128,3.62209
MI250,mpi,sb,100000,128,3.59955
MI250,cxi-coarse,db,100000,256,2.29656
MI250,cxi-coarse,sb,100000,256,2.48716
MI250,cxi-fine,db,100000,256,2.04525
MI250,cxi-fine,sb,100000,256,2.34848
MI250,mpi,db,100000,256,3.64687
MI250,mpi,sb,100000,256,3.65658
MI250,cxi-coarse,db,100000,512,2.31975
MI250,cxi-coarse,sb,100000,512,2.5201
MI250,cxi-fine,db,100000,512,2.07823
MI250,cxi-fine,sb,100000,512,2.39362
MI250,mpi,db,100000,512,4.06669
MI250,mpi,sb,100000,512,3.69813
MI250,cxi-coarse,db,100000,1024,2.3402
MI250,cxi-coarse,sb,100000,1024,2.53666
MI250,cxi-fine,db,100000,1024,2.08298
MI250,cxi-fine,sb,100000,1024,2.41572
MI250,mpi,db,100000,1024,4.13096
MI250,mpi,sb,100000,1024,3.777
MI250,cxi-coarse,db,100000,2048,2.4176
MI250,cxi-coarse,sb,100000,2048,2.60651
MI250,cxi-fine,db,100000,2048,2.17211
MI250,cxi-fine,sb,100000,2048,2.51009
MI250,mpi,db,100000,2048,4.31597
MI250,mpi,sb,100000,2048,3.95613
MI250,cxi-coarse,db,100000,4096,2.56353
MI250,cxi-coarse,sb,100000,4096,2.75517
MI250,cxi-fine,db,100000,4096,2.32941
MI250,cxi-fine,sb,100000,4096,2.65218
MI250,mpi,db,100000,4096,4.42074
MI250,mpi,sb,100000,4096,4.09218
MI250,cxi-coarse,db,100000,8192,2.86183
MI250,cxi-coarse,sb,100000,8192,3.02754
MI250,cxi-fine,db,100000,8192,2.6177
MI250,cxi-fine,sb,100000,8192,2.87107
MI250,mpi,db,100000,8192,6.04856
MI250,mpi,sb,100000,8192,5.6457
MI250,cxi-coarse,db,100000,16384,3.22992
MI250,cxi-coarse,sb,100000,16384,3.37902
MI250,cxi-fine,db,100000,16384,2.96818
MI250,cxi-fine,sb,100000,16384,3.19327
MI250,mpi,db,100000,16384,6.4205
MI250,mpi,sb,100000,16384,6.09519
MI250,cxi-coarse,db,100000,32768,3.7862
MI250,cxi-coarse,sb,100000,32768,4.00308
MI250,cxi-fine,db,100000,32768,3.54246
MI250,cxi-fine,sb,100000,32768,3.80474
MI250,mpi,db,100000,32768,6.63397
MI250,mpi,sb,100000,32768,6.55397
MI250,cxi-coarse,db,100000,65536,5.11836
MI250,cxi-coarse,sb,100000,65536,5.31381
MI250,cxi-fine,db,100000,65536,4.87917
MI250,cxi-fine,sb,100000,65536,5.11926
MI250,mpi,db,100000,65536,8.01496
MI250,mpi,sb,100000,65536,7.75728
MI250,cxi-coarse,db,100000,131072,7.80748
MI250,cxi-coarse,sb,100000,131072,7.85222
MI250,cxi-fine,db,100000,131072,7.54083
MI250,cxi-fine,sb,100000,131072,7.7434
MI250,mpi,db,100000,131072,10.174
MI250,mpi,sb,100000,131072,9.83075
MI250,cxi-coarse,db,100000,262144,13.0783
MI250,cxi-coarse,sb,100000,262144,13.0951
MI250,cxi-fine,db,100000,262144,12.849
MI250,cxi-fine,sb,100000,262144,12.9352
MI250,mpi,db,100000,262144,14.6443
MI250,mpi,sb,100000,262144,14.2306
MI250,cxi-coarse,db,100000,524288,23.7696
MI250,cxi-coarse,sb,100000,524288,23.7407
MI250,cxi-fine,db,100000,524288,23.3073
MI250,cxi-fine,sb,100000,524288,23.3683
MI250,mpi,db,100000,524288,23.883
MI250,mpi,sb,100000,524288,23.5523
MI250,cxi-coarse,db,10000,1048576,4.48429
MI250,cxi-coarse,sb,10000,1048576,4.48051
MI250,cxi-fine,db,10000,1048576,4.41859
MI250,cxi-fine,sb,10000,1048576,4.40681
MI250,mpi,db,10000,1048576,4.21935
MI250,mpi,sb,10000,1048576,4.18967
MI250,cxi-coarse,db,10000,2097152,8.69369
MI250,cxi-coarse,sb,10000,2097152,8.69451
MI250,cxi-fine,db,10000,2097152,8.61791
MI250,cxi-fine,sb,10000,2097152,8.63117
MI250,mpi,db,10000,2097152,7.95947
MI250,mpi,sb,10000,2097152,7.91595
MI250,cxi-coarse,db,10000,4194304,17.0946
MI250,cxi-coarse,sb,10000,4194304,17.1484
MI250,cxi-fine,db,10000,4194304,17.0392
MI250,cxi-fine,sb,10000,4194304,16.9898
MI250,mpi,db,10000,4194304,15.4311
MI250,mpi,sb,10000,4194304,15.4161
MI250,cxi-coarse,db,10000,8388608,34.1384
MI250,cxi-coarse,sb,10000,8388608,34.1173
MI250,cxi-fine,db,10000,8388608,33.8154
MI250,cxi-fine,sb,10000,8388608,34.0484
MI250,mpi,db,10000,8388608,30.4113
MI250,mpi,sb,10000,8388608,30.3879
MI250,cxi-coarse,db,1000,16777216,6.76455
MI250,cxi-coarse,sb,1000,16777216,6.78722
MI250,cxi-fine,db,1000,16777216,6.75313
MI250,cxi-fine,sb,1000,16777216,6.75463
MI250,mpi,db,1000,16777216,6.08963
MI250,mpi,sb,1000,16777216,6.08733
MI250,cxi-coarse,db,1000,33554432,13.5283
MI250,cxi-coarse,sb,1000,33554432,13.5066
MI250,cxi-fine,db,1000,33554432,13.5022
MI250,cxi-fine,sb,1000,33554432,13.4973
MI250,mpi,db,1000,33554432,12.0843
MI250,mpi,sb,1000,33554432,12.0817
MI250,cxi-coarse,db,1000,67108864,26.9272
MI250,cxi-coarse,sb,1000,67108864,26.7972
MI250,cxi-fine,db,1000,67108864,26.9838
MI250,cxi-fine,sb,1000,67108864,26.964
MI250,mpi,db,1000,67108864,24.0729
MI250,mpi,sb,1000,67108864,24.0729
MI250,cxi-coarse,db,1000,134217728,54.0502
MI250,cxi-coarse,sb,1000,134217728,54.0348
MI250,cxi-fine,db,1000,134217728,54.2094
MI250,cxi-fine,sb,1000,134217728,53.894
MI250,mpi,db,1000,134217728,48.0508
MI250,mpi,sb,1000,134217728,48.048
MI250,cxi-coarse,db,1000,268435456,108.351
MI250,cxi-coarse,sb,1000,268435456,108.461
MI250,cxi-fine,db,1000,268435456,107.956
MI250,cxi-fine,sb,1000,268435456,108.361
MI250,mpi,db,1000,268435456,96.0037
MI250,mpi,sb,1000,268435456,96.0041
